


Sorted by Name 

Nr.;Name;InitType;Profit(%);InitDepot;EndDepot;BuySumme;SellSumme;TypChangesCounter;DetailedAbwicklung;InitPrice;InitMenge;InitCash;EndPreis;EndMenge;EndCash;
90;V90;Investor;8,004;13723212;14821572;104;1417;0;depot/V90.csv;1000;7029;6694212;1161;5716;8185296;
91;V91;NoiseTrader;8,441;3812025;4133785;432;231;0;depot/V91.csv;1000;2123;1689025;1161;2324;1435621;
92;V92;BlankoAgent;0,796;507222;511259;53;53;6;depot/V92.csv;1000;0;507222;1161;0;511259;
93;V93;BlankoAgent;1,521;479134;486423;273;36;4;depot/V93.csv;1000;0;479134;1161;237;211266;
94;V94;BlankoAgent;4,190;418739;436285;208;32;19;depot/V94.csv;1000;0;418739;1161;176;231949;
95;V95;BlankoAgent;0,038;451157;451328;68;68;4;depot/V95.csv;1000;0;451157;1161;0;451328;
96;V96;BlankoAgent;0,089;720865;721503;6;4;2;depot/V96.csv;1000;0;720865;1161;2;719181;
97;V97;BlankoAgent;0,498;542540;545240;28;28;18;depot/V97.csv;1000;0;542540;1161;0;545240;
98;V98;BlankoAgent;2,173;372802;380903;75;75;4;depot/V98.csv;1000;0;372802;1161;0;380903;
99;V99;BlankoAgent;1,078;316842;320258;62;30;4;depot/V99.csv;1000;0;316842;1161;32;283106;
100;V100;Investor;8,301;11043804;11960588;89;1050;0;depot/V100.csv;1000;5822;5221804;1161;4861;6316967;
101;RandomTrader1;RandomTrader;16,084;10009998999;11619999522;238;207;0;depot/RandomTrader1.csv;1000;9999999;9999999;1161;10000030;9964692;
102;RandomTrader2;RandomTrader;16,084;10009998999;11619998029;254;230;0;depot/RandomTrader2.csv;1000;9999999;9999999;1161;10000023;9971326;
sum;-;-;-;20187332551;23417100904;16081;16081;-;-;1000;20060673;126659551;1161;20060673;126659551;


Sorted by absolute Profit(%)

Nr.;Name;InitType;Profit(%);InitDepot;EndDepot;BuySumme;SellSumme;TypChanges;DetailedAbwicklung;InitPrice;InitMenge;InitCash;EndPreis;EndMenge;EndCash;
1;RandomTrader1;RandomTrader;16,084;10009998999;11619999522;238;207;0;depot/RandomTrader1.csv;1000;9999999;9999999;1161;10000030;9964692;
2;RandomTrader2;RandomTrader;16,084;10009998999;11619998029;254;230;0;depot/RandomTrader2.csv;1000;9999999;9999999;1161;10000023;9971326;
3;V80;NoiseTrader;11,167;3951741;4393033;384;254;0;depot/V80.csv;1000;2854;1097741;1161;2984;928609;
4;V14;NoiseTrader;9,668;4248929;4659726;451;260;0;depot/V14.csv;1000;2671;1577929;1161;2862;1336944;
5;V88;NoiseTrader;9,653;4487323;4920465;517;225;0;depot/V88.csv;1000;2791;1696323;1161;3083;1341102;
6;V84;NoiseTrader;9,346;4517172;4939325;408;246;0;depot/V84.csv;1000;2779;1738172;1161;2941;1524824;
7;V29;NoiseTrader;9,021;4344382;4736272;461;258;0;depot/V29.csv;1000;2555;1789382;1161;2758;1534234;
8;V32;NoiseTrader;8,659;4018177;4366112;513;218;0;depot/V32.csv;1000;2242;1776177;1161;2537;1420655;
9;V91;NoiseTrader;8,441;3812025;4133785;432;231;0;depot/V91.csv;1000;2123;1689025;1161;2324;1435621;
10;V100;Investor;8,301;11043804;11960588;89;1050;0;depot/V100.csv;1000;5822;5221804;1161;4861;6316967;
11;V90;Investor;8,004;13723212;14821572;104;1417;0;depot/V90.csv;1000;7029;6694212;1161;5716;8185296;
12;V25;Investor;7,961;14757877;15932781;165;1583;0;depot/V25.csv;1000;7468;7289877;1161;6050;8908731;
13;V86;Investor;7,045;11487541;12296831;119;1424;0;depot/V86.csv;1000;5228;6259541;1161;3923;7742228;
14;V79;Investor;6,991;14405939;15413030;184;1693;0;depot/V79.csv;1000;6458;7947939;1161;4949;9667241;
15;V82;Investor;6,499;13001189;13846163;144;1444;0;depot/V82.csv;1000;5427;7574189;1161;4127;9054716;
16;V51;Investor;6,258;12982631;13795032;194;1682;0;depot/V51.csv;1000;5228;7754631;1161;3740;9452892;
17;V26;BlankoAgent;4,495;328060;342805;295;77;14;depot/V26.csv;1000;0;328060;1161;218;89707;
18;V60;BlankoAgent;4,452;442703;462414;326;37;25;depot/V60.csv;1000;0;442703;1161;289;126885;
19;V94;BlankoAgent;4,190;418739;436285;208;32;19;depot/V94.csv;1000;0;418739;1161;176;231949;
20;V12;BlankoAgent;3,563;327537;339206;322;30;2;depot/V12.csv;1000;0;327537;1161;292;194;
21;V50;BlankoAgent;2,743;578002;593854;480;37;5;depot/V50.csv;1000;0;578002;1161;443;79531;
22;V47;BlankoAgent;2,278;643708;658371;423;15;7;depot/V47.csv;1000;0;643708;1161;408;184683;
23;V98;BlankoAgent;2,173;372802;380903;75;75;4;depot/V98.csv;1000;0;372802;1161;0;380903;
24;V27;BlankoAgent;2,152;686435;701207;312;72;21;depot/V27.csv;1000;0;686435;1161;240;422567;
25;V19;BlankoAgent;2,050;300344;306501;217;63;7;depot/V19.csv;1000;0;300344;1161;154;127707;
26;V46;BlankoAgent;1,909;562064;572794;245;8;4;depot/V46.csv;1000;0;562064;1161;237;297637;
27;V69;BlankoAgent;1,904;457478;466187;214;81;21;depot/V69.csv;1000;0;457478;1161;133;311774;
28;V48;BlankoAgent;1,893;516244;526014;255;56;7;depot/V48.csv;1000;0;516244;1161;199;294975;
29;V85;BlankoAgent;1,727;383822;390452;312;41;1;depot/V85.csv;1000;0;383822;1161;271;75821;
30;V2;BlankoAgent;1,619;544571;553385;305;107;7;depot/V2.csv;1000;0;544571;1161;198;323507;
31;V40;BlankoAgent;1,538;648775;658750;105;77;10;depot/V40.csv;1000;0;648775;1161;28;626242;
32;V93;BlankoAgent;1,521;479134;486423;273;36;4;depot/V93.csv;1000;0;479134;1161;237;211266;
33;V61;BlankoAgent;1,412;657227;666509;240;27;19;depot/V61.csv;1000;0;657227;1161;213;419216;
34;V34;BlankoAgent;1,394;542330;549889;91;91;6;depot/V34.csv;1000;0;542330;1161;0;549889;
35;V43;BlankoAgent;1,280;607584;615359;214;25;8;depot/V43.csv;1000;0;607584;1161;189;395930;
36;V66;BlankoAgent;1,267;385144;390023;150;55;21;depot/V66.csv;1000;0;385144;1161;95;279728;
37;V9;BlankoAgent;1,247;474039;479950;277;52;5;depot/V9.csv;1000;0;474039;1161;225;218725;
38;V16;BlankoAgent;1,211;700811;709300;139;78;3;depot/V16.csv;1000;0;700811;1161;61;638479;
39;V23;BlankoAgent;1,168;459686;465057;217;79;6;depot/V23.csv;1000;0;459686;1161;138;304839;
40;V74;BlankoAgent;1,083;402491;406848;60;28;9;depot/V74.csv;1000;0;402491;1161;32;369696;
41;V99;BlankoAgent;1,078;316842;320258;62;30;4;depot/V99.csv;1000;0;316842;1161;32;283106;
42;V4;BlankoAgent;1,074;700965;708490;352;58;4;depot/V4.csv;1000;0;700965;1161;294;367156;
43;V7;BlankoAgent;1,058;598203;604532;244;48;5;depot/V7.csv;1000;0;598203;1161;196;376976;
44;V5;BlankoAgent;1,042;414177;418493;172;34;29;depot/V5.csv;1000;0;414177;1161;138;258275;
45;V3;BlankoAgent;0,851;625282;630604;122;85;15;depot/V3.csv;1000;0;625282;1161;37;587647;
46;V53;BlankoAgent;0,837;608659;613752;257;47;4;depot/V53.csv;1000;0;608659;1161;210;369942;
47;V30;BlankoAgent;0,824;365746;368760;127;57;8;depot/V30.csv;1000;0;365746;1161;70;287490;
48;V13;BlankoAgent;0,801;624265;629266;54;54;2;depot/V13.csv;1000;0;624265;1161;0;629266;
49;V92;BlankoAgent;0,796;507222;511259;53;53;6;depot/V92.csv;1000;0;507222;1161;0;511259;
50;V54;BlankoAgent;0,765;450579;454028;35;35;24;depot/V54.csv;1000;0;450579;1161;0;454028;
51;V15;BlankoAgent;0,744;318661;321031;115;14;8;depot/V15.csv;1000;0;318661;1161;101;203770;
52;V8;BlankoAgent;0,704;489506;492951;169;46;12;depot/V8.csv;1000;0;489506;1161;123;350148;
53;V87;BlankoAgent;0,648;693478;697971;80;22;5;depot/V87.csv;1000;0;693478;1161;58;630633;
54;V37;BlankoAgent;0,623;315437;317401;28;28;14;depot/V37.csv;1000;0;315437;1161;0;317401;
55;V75;BlankoAgent;0,607;675882;679984;95;92;18;depot/V75.csv;1000;0;675882;1161;3;676501;
56;V77;BlankoAgent;0,570;714048;718115;49;23;3;depot/V77.csv;1000;0;714048;1161;26;687929;
57;V70;BlankoAgent;0,563;561269;564431;67;58;3;depot/V70.csv;1000;0;561269;1161;9;553982;
58;V17;BlankoAgent;0,506;578326;581252;59;1;7;depot/V17.csv;1000;0;578326;1161;58;513914;
59;V97;BlankoAgent;0,498;542540;545240;28;28;18;depot/V97.csv;1000;0;542540;1161;0;545240;
60;V31;BlankoAgent;0,482;728785;732298;141;51;4;depot/V31.csv;1000;0;728785;1161;90;627808;
61;V11;BlankoAgent;0,481;669491;672709;228;19;15;depot/V11.csv;1000;0;669491;1161;209;430060;
62;V24;BlankoAgent;0,480;513708;516174;85;62;5;depot/V24.csv;1000;0;513708;1161;23;489471;
63;V62;BlankoAgent;0,480;721800;725264;148;31;14;depot/V62.csv;1000;0;721800;1161;117;589427;
64;V63;BlankoAgent;0,472;467797;470003;256;22;2;depot/V63.csv;1000;0;467797;1161;234;198329;
65;V22;BlankoAgent;0,471;486224;488514;25;18;4;depot/V22.csv;1000;0;486224;1161;7;480387;
66;V81;BlankoAgent;0,463;732211;735604;24;24;3;depot/V81.csv;1000;0;732211;1161;0;735604;
67;V28;BlankoAgent;0,435;367007;368605;70;62;4;depot/V28.csv;1000;0;367007;1161;8;359317;
68;V68;BlankoAgent;0,411;676567;679347;37;37;5;depot/V68.csv;1000;0;676567;1161;0;679347;
69;V55;BlankoAgent;0,379;743258;746073;32;32;3;depot/V55.csv;1000;0;743258;1161;0;746073;
70;V39;BlankoAgent;0,318;526202;527874;16;14;3;depot/V39.csv;1000;0;526202;1161;2;525552;
71;V35;BlankoAgent;0,307;434569;435904;131;40;8;depot/V35.csv;1000;0;434569;1161;91;330253;
72;V58;BlankoAgent;0,266;478977;480250;245;59;4;depot/V58.csv;1000;0;478977;1161;186;264304;
73;V73;BlankoAgent;0,253;747356;749249;24;24;3;depot/V73.csv;1000;0;747356;1161;0;749249;
74;V6;BlankoAgent;0,210;572180;573382;16;16;5;depot/V6.csv;1000;0;572180;1161;0;573382;
75;V21;BlankoAgent;0,189;678004;679286;200;29;11;depot/V21.csv;1000;0;678004;1161;171;480755;
76;V78;BlankoAgent;0,177;725552;726835;42;41;18;depot/V78.csv;1000;0;725552;1161;1;725674;
77;V41;BlankoAgent;0,169;557489;558433;8;8;1;depot/V41.csv;1000;0;557489;1161;0;558433;
78;V38;BlankoAgent;0,164;687211;688341;10;10;6;depot/V38.csv;1000;0;687211;1161;0;688341;
79;V65;BlankoAgent;0,106;747579;748372;229;108;8;depot/V65.csv;1000;0;747579;1161;121;607891;
80;V18;BlankoAgent;0,106;541160;541731;203;16;5;depot/V18.csv;1000;0;541160;1161;187;324624;
81;V56;BlankoAgent;0,092;655315;655919;75;75;3;depot/V56.csv;1000;0;655315;1161;0;655919;
82;V96;BlankoAgent;0,089;720865;721503;6;4;2;depot/V96.csv;1000;0;720865;1161;2;719181;
83;V1;BlankoAgent;0,087;584997;585505;10;9;3;depot/V1.csv;1000;0;584997;1161;1;584344;
84;V57;BlankoAgent;0,077;689328;689860;11;11;5;depot/V57.csv;1000;0;689328;1161;0;689860;
85;V44;BlankoAgent;0,073;330954;331196;2;2;2;depot/V44.csv;1000;0;330954;1161;0;331196;
86;V52;BlankoAgent;0,039;555035;555253;2;2;6;depot/V52.csv;1000;0;555035;1161;0;555253;
87;V95;BlankoAgent;0,038;451157;451328;68;68;4;depot/V95.csv;1000;0;451157;1161;0;451328;
88;V67;BlankoAgent;0,024;597857;598003;70;27;4;depot/V67.csv;1000;0;597857;1161;43;548080;
89;V64;BlankoAgent;0,013;402502;402556;20;20;6;depot/V64.csv;1000;0;402502;1161;0;402556;
90;V45;BlankoAgent;0,000;727347;727347;0;0;4;depot/V45.csv;1000;0;727347;1161;0;727347;
91;V20;BlankoAgent;0,000;604913;604913;0;0;1;depot/V20.csv;1000;0;604913;1161;0;604913;
92;V71;BlankoAgent;-0,004;608358;608332;14;14;4;depot/V71.csv;1000;0;608358;1161;0;608332;
93;V10;BlankoAgent;-0,065;307711;307511;188;46;4;depot/V10.csv;1000;0;307711;1161;142;142649;
94;V49;BlankoAgent;-0,077;702528;701987;134;50;7;depot/V49.csv;1000;0;702528;1161;84;604463;
95;V59;BlankoAgent;-0,118;378934;378485;91;60;4;depot/V59.csv;1000;0;378934;1161;31;342494;
96;V89;BlankoAgent;-0,173;502640;501769;36;33;5;depot/V89.csv;1000;0;502640;1161;3;498286;
97;V76;BlankoAgent;-0,477;509959;507528;64;35;4;depot/V76.csv;1000;0;509959;1161;29;473859;
98;V33;BlankoAgent;-0,585;625649;621990;152;84;4;depot/V33.csv;1000;0;625649;1161;68;543042;
99;V72;BlankoAgent;-0,725;507593;503912;167;89;7;depot/V72.csv;1000;0;507593;1161;78;413354;
100;V36;BlankoAgent;-0,792;345391;342655;54;54;4;depot/V36.csv;1000;0;345391;1161;0;342655;
101;V42;BlankoAgent;-0,792;581345;576738;102;102;5;depot/V42.csv;1000;0;581345;1161;0;576738;
102;V83;BlankoAgent;-1,328;338289;333796;65;59;6;depot/V83.csv;1000;0;338289;1161;6;326830;
sum;-;-;-;20187332551;23417100904;16081;16081;-;-;1000;20060673;126659551;1161;20060673;126659551;



